historico;horas_voadas;aernova;numero_db;base;data_voo;origem;destino;passageiro;cargo_passageiro;orgao_passageiro
Traslado do Exmo. Sr. Governador do Estado de Minas Gerais e comitiva para a cidade de Brasília/DF.;01:18:00;PT-MGS - PT-MGS;0008-2025;DTA;2025-05-20;BRASILIA;BELO HORIZONTE;Alexander Duarte Marinho;Ajudante de Ordens do Governador;Gabinete Militar do Governador
Traslado do Exmo. Sr. Governador do Estado de Minas Gerais e comitiva para a cidade de Brasília/DF.;01:18:00;PT-MGS - PT-MGS;0008-2025;DTA;2025-05-20;BRASILIA;BELO HORIZONTE;Andre Valadares da Cruz;Videomaker;Secretaria de Estado de Comunicação Social
Traslado do Exmo. Sr. Governador do Estado de Minas Gerais e comitiva para a cidade de Brasília/DF.;01:18:00;PT-MGS - PT-MGS;0008-2025;DTA;2025-05-20;BRASILIA;BELO HORIZONTE;Andreza Gischewski Costa;Assessor Especial;Secretaria-Geral do Estado de Minas Gerais
Traslado do Exmo. Sr. Governador do Estado de Minas Gerais e comitiva para a cidade de Brasília/DF.;01:18:00;PT-MGS - PT-MGS;0008-2025;DTA;2025-05-20;BRASILIA;BELO HORIZONTE;Gilsian Pelli Leonardi;Fotógrafo;Secretaria-Geral do Estado de Minas Gerais
Traslado do Exmo. Sr. Governador do Estado de Minas Gerais e comitiva para a cidade de Brasília/DF.;01:18:00;PT-MGS - PT-MGS;0008-2025;DTA;2025-05-20;BRASILIA;BELO HORIZONTE;Igor Augusto Tinoco da Silva;Imprensa;Secretaria de Estado de Comunicação Social
Traslado do Exmo. Sr. Governador do Estado de Minas Gerais e comitiva para a cidade de Brasília/DF.;01:18:00;PT-MGS - PT-MGS;0008-2025;DTA;2025-05-20;BRASILIA;BELO HORIZONTE;Romeu Zema Neto;Governador de Minas Gerais;Secretaria-Geral do Estado de Minas Gerais
Traslado do Exmo. Sr. Governador do Estado de Minas Gerais e comitiva para a cidade de Brasília/DF.;01:18:00;PT-MGS - PT-MGS;0008-2025;DTA;2025-05-20;BRASILIA;BELO HORIZONTE;Wallace Conegundes;Cerimonial;Secretaria de Estado de Comunicação Social
Traslado do Exmo. Sr. Governador de Minas Gerais e comitiva para a cidade de Brasí­lia/DF;01:36:00;PT-MGS - PT-MGS;0024-2025;DTA;2025-06-11;BRASILIA;BELO HORIZONTE;Andre Valadares da Cruz;Videomaker;Secretaria de Estado de Comunicação Social
Traslado do Exmo. Sr. Governador de Minas Gerais e comitiva para a cidade de Brasí­lia/DF;01:36:00;PT-MGS - PT-MGS;0024-2025;DTA;2025-06-11;BRASILIA;BELO HORIZONTE;Eric da Cruz Gonçalves;Assessor Especial;Secretaria de Estado de Comunicação Social
Traslado do Exmo. Sr. Governador de Minas Gerais e comitiva para a cidade de Brasí­lia/DF;01:36:00;PT-MGS - PT-MGS;0024-2025;DTA;2025-06-11;BRASILIA;BELO HORIZONTE;Luis Tadeu Martins Leite;Presidente;Assembleia Legislativa do Estado de Minas Gerais
Traslado do Exmo. Sr. Governador de Minas Gerais e comitiva para a cidade de Brasí­lia/DF;01:36:00;PT-MGS - PT-MGS;0024-2025;DTA;2025-06-11;BRASILIA;BELO HORIZONTE;Luiz Cláudio Fernandes Lourenço Gomes;Secretário de Estado;Secretaria de Estado da Fazenda
Traslado do Exmo. Sr. Governador de Minas Gerais e comitiva para a cidade de Brasí­lia/DF;01:36:00;PT-MGS - PT-MGS;0024-2025;DTA;2025-06-11;BRASILIA;BELO HORIZONTE;Marcelo Guilherme de Aro Ferreira;Secretário de Estado;Secretário de Estado de Governo
Traslado do Exmo. Sr. Governador de Minas Gerais e comitiva para a cidade de Brasí­lia/DF;01:36:00;PT-MGS - PT-MGS;0024-2025;DTA;2025-06-11;BRASILIA;BELO HORIZONTE;Paulo de Tarso Morais Filho;Procurador-Geral;Ministério Público do Estado de Minas Gerais
Traslado do Exmo. Sr. Governador de Minas Gerais e comitiva para a cidade de Brasí­lia/DF;01:36:00;PT-MGS - PT-MGS;0024-2025;DTA;2025-06-11;BRASILIA;BELO HORIZONTE;Rafael Neves de Andrade;Ajudante de Ordens do Governador;Gabinete Militar do Governador
Traslado do Exmo. Sr. Governador de Minas Gerais e comitiva para a cidade de Brasí­lia/DF;01:36:00;PT-MGS - PT-MGS;0024-2025;DTA;2025-06-11;BRASILIA;BELO HORIZONTE;Raquel Gomes de Sousa da Costa Dias;Defensora Pública;Defensoria Pública do Estado de Minas Gerais
Traslado do Exmo. Sr. Governador de Minas Gerais e comitiva para a cidade de Brasí­lia/DF;01:36:00;PT-MGS - PT-MGS;0024-2025;DTA;2025-06-11;BRASILIA;BELO HORIZONTE;Romeu Zema Neto;Governador de Minas Gerais;Secretaria-Geral do Estado de Minas Gerais
Traslado do Exmo. Governador de Minas e Comitiva atÃ© a cidade de Brasília/DF;01:18:00;PT-MGS - PT-MGS;0036-2025;DTA;2025-07-14;BRASILIA;BELO HORIZONTE;Aline Gonçalves Pinheiro;Diretora de Relacionamento com a Imprensa;Secretaria-Geral do Estado de Minas Gerais
Traslado do Exmo. Governador de Minas e Comitiva atÃ© a cidade de Brasília/DF;01:18:00;PT-MGS - PT-MGS;0036-2025;DTA;2025-07-14;BRASILIA;BELO HORIZONTE;Andre Valadares da Cruz;Videomaker;Secretaria de Estado de Comunicação Social
Traslado do Exmo. Governador de Minas e Comitiva atÃ© a cidade de Brasília/DF;01:18:00;PT-MGS - PT-MGS;0036-2025;DTA;2025-07-14;BRASILIA;BELO HORIZONTE;Eric da Cruz Gonçalves;Assessor Especial;Secretaria de Estado de Comunicação Social
Traslado do Exmo. Governador de Minas e Comitiva atÃ© a cidade de Brasília/DF;01:18:00;PT-MGS - PT-MGS;0036-2025;DTA;2025-07-14;BRASILIA;BELO HORIZONTE;Rafael Neves de Andrade;Ajudante de Ordens do Governador;Gabinete Militar do Governador
Traslado do Exmo. Governador de Minas e Comitiva atÃ© a cidade de Brasília/DF;01:18:00;PT-MGS - PT-MGS;0036-2025;DTA;2025-07-14;BRASILIA;BELO HORIZONTE;Romeu Zema Neto;Governador de Minas Gerais;Secretaria-Geral do Estado de Minas Gerais
Traslado do Exmo Sr. Governador do Estado de Minas Gerais e comitiva para a cidade de Brasília/DF.;01:18:00;PP-LCE - PÉGASUS 24;0110-2025;DTA;2025-08-27;BRASILIA;BELO HORIZONTE;Alexander Duarte Marinho;Ajudante de Ordens do Governador;Gabinete Militar do Governador
Traslado do Exmo Sr. Governador do Estado de Minas Gerais e comitiva para a cidade de Brasília/DF.;01:18:00;PP-LCE - PÉGASUS 24;0110-2025;DTA;2025-08-27;BRASILIA;BELO HORIZONTE;Andre Valadares da Cruz;Videomaker;Secretaria de Estado de Comunicação Social
Traslado do Exmo Sr. Governador do Estado de Minas Gerais e comitiva para a cidade de Brasília/DF.;01:18:00;PP-LCE - PÉGASUS 24;0110-2025;DTA;2025-08-27;BRASILIA;BELO HORIZONTE;Eric da Cruz Gonçalves;Assessor Especial;Secretaria de Estado de Comunicação Social
Traslado do Exmo Sr. Governador do Estado de Minas Gerais e comitiva para a cidade de Brasília/DF.;01:18:00;PP-LCE - PÉGASUS 24;0110-2025;DTA;2025-08-27;BRASILIA;BELO HORIZONTE;Igor Augusto Tinoco da Silva;Imprensa;Secretaria de Estado de Comunicação Social
Traslado do Exmo Sr. Governador do Estado de Minas Gerais e comitiva para a cidade de Brasília/DF.;01:18:00;PP-LCE - PÉGASUS 24;0110-2025;DTA;2025-08-27;BRASILIA;BELO HORIZONTE;Pedro Bruno Barros de Souza;Secretário de Estado;Secretaria de Estado de Infraestrutura e Mobilidade
Traslado do Exmo Sr. Governador do Estado de Minas Gerais e comitiva para a cidade de Brasília/DF.;01:18:00;PP-LCE - PÉGASUS 24;0110-2025;DTA;2025-08-27;BRASILIA;BELO HORIZONTE;Romeu Zema Neto;Governador de Minas Gerais;Secretaria-Geral do Estado de Minas Gerais
Traslado do Exmo. Sr. Governador do Estado de Minas Gerais e comitiva para as cidades de Araxá/MG, Poços de Caldas/MG e Brasília/DF.;01:30:00;PP-LCE - PÉGASUS 24;0145-2025;DTA;2025-09-29;BRASILIA;BELO HORIZONTE;Alexander Duarte Marinho;Ajudante de Ordens do Governador;Gabinete Militar do Governador
Traslado do Exmo. Sr. Governador do Estado de Minas Gerais e comitiva para as cidades de Araxá/MG, Poços de Caldas/MG e Brasília/DF.;01:30:00;PP-LCE - PÉGASUS 24;0145-2025;DTA;2025-09-29;BRASILIA;BELO HORIZONTE;Andre Valadares da Cruz;Videomaker;Secretaria de Estado de Comunicação Social
Traslado do Exmo. Sr. Governador do Estado de Minas Gerais e comitiva para as cidades de Araxá/MG, Poços de Caldas/MG e Brasília/DF.;01:30:00;PP-LCE - PÉGASUS 24;0145-2025;DTA;2025-09-29;BRASILIA;BELO HORIZONTE;Andreza Gischewski Costa;Assessor Especial;Secretaria-Geral do Estado de Minas Gerais
Traslado do Exmo. Sr. Governador do Estado de Minas Gerais e comitiva para as cidades de Araxá/MG, Poços de Caldas/MG e Brasília/DF.;01:30:00;PP-LCE - PÉGASUS 24;0145-2025;DTA;2025-09-29;BRASILIA;BELO HORIZONTE;Bernardo Assis Fonseca Santos;Secretário de Estado;Secretaria de Estado de Comunicação Social
Traslado do Exmo. Sr. Governador do Estado de Minas Gerais e comitiva para as cidades de Araxá/MG, Poços de Caldas/MG e Brasília/DF.;01:30:00;PP-LCE - PÉGASUS 24;0145-2025;DTA;2025-09-29;BRASILIA;BELO HORIZONTE;Romeu Zema Neto;Governador de Minas Gerais;Secretaria-Geral do Estado de Minas Gerais
Traslado do exmo. Governador de Minas e Comitiva até as cidade de São Paulo/SP e Brasília/DF.;01:30:00;PP-LCE - PÉGASUS 24;0173-2025;DTA;2025-11-12;BRASILIA;BELO HORIZONTE;Andre Valadares da Cruz;Videomaker;Secretaria de Estado de Comunicação Social
Traslado do exmo. Governador de Minas e Comitiva até as cidade de São Paulo/SP e Brasília/DF.;01:30:00;PP-LCE - PÉGASUS 24;0173-2025;DTA;2025-11-12;BRASILIA;BELO HORIZONTE;Andreza Gischewski Costa;Assessor Especial;Secretaria-Geral do Estado de Minas Gerais
Traslado do exmo. Governador de Minas e Comitiva até as cidade de São Paulo/SP e Brasília/DF.;01:30:00;PP-LCE - PÉGASUS 24;0173-2025;DTA;2025-11-12;BRASILIA;BELO HORIZONTE;Bernardo Assis Fonseca Santos;Secretário de Estado;Secretaria de Estado de Comunicação Social
Traslado do exmo. Governador de Minas e Comitiva até as cidade de São Paulo/SP e Brasília/DF.;01:30:00;PP-LCE - PÉGASUS 24;0173-2025;DTA;2025-11-12;BRASILIA;BELO HORIZONTE;Gilsian Pelli Leonardi;Fotógrafo;Secretaria-Geral do Estado de Minas Gerais
Traslado do exmo. Governador de Minas e Comitiva até as cidade de São Paulo/SP e Brasília/DF.;01:30:00;PP-LCE - PÉGASUS 24;0173-2025;DTA;2025-11-12;BRASILIA;BELO HORIZONTE;Igor Augusto Tinoco da Silva;Imprensa;Secretaria de Estado de Comunicação Social
Traslado do exmo. Governador de Minas e Comitiva até as cidade de São Paulo/SP e Brasília/DF.;01:30:00;PP-LCE - PÉGASUS 24;0173-2025;DTA;2025-11-12;BRASILIA;BELO HORIZONTE;Rafael Neves de Andrade;Ajudante de Ordens do Governador;Gabinete Militar do Governador
Traslado do exmo. Governador de Minas e Comitiva até as cidade de São Paulo/SP e Brasília/DF.;01:30:00;PP-LCE - PÉGASUS 24;0173-2025;DTA;2025-11-12;BRASILIA;BELO HORIZONTE;Romeu Zema Neto;Governador de Minas Gerais;Secretaria-Geral do Estado de Minas Gerais
Traslado do Exmo sr. Governador do Estado de Minas Gerais e comitiva para a cidade de Brasília/DF.;01:36:00;PP-LCE - PÉGASUS 24;0198-2025;DTA;2025-12-10;BRASILIA;BELO HORIZONTE;Aline Gonçalves Pinheiro;Diretora de Relacionamento com a Imprensa;Secretaria-Geral do Estado de Minas Gerais
Traslado do Exmo sr. Governador do Estado de Minas Gerais e comitiva para a cidade de Brasília/DF.;01:36:00;PP-LCE - PÉGASUS 24;0198-2025;DTA;2025-12-10;BRASILIA;BELO HORIZONTE;Andre Valadares da Cruz;Videomaker;Secretaria de Estado de Comunicação Social
Traslado do Exmo sr. Governador do Estado de Minas Gerais e comitiva para a cidade de Brasília/DF.;01:36:00;PP-LCE - PÉGASUS 24;0198-2025;DTA;2025-12-10;BRASILIA;BELO HORIZONTE;Andreza Gischewski Costa;Assessor Especial;Secretaria-Geral do Estado de Minas Gerais
Traslado do Exmo sr. Governador do Estado de Minas Gerais e comitiva para a cidade de Brasília/DF.;01:36:00;PP-LCE - PÉGASUS 24;0198-2025;DTA;2025-12-10;BRASILIA;BELO HORIZONTE;Bernardo Assis Fonseca Santos;Secretário de Estado;Secretaria de Estado de Comunicação Social
Traslado do Exmo sr. Governador do Estado de Minas Gerais e comitiva para a cidade de Brasília/DF.;01:36:00;PP-LCE - PÉGASUS 24;0198-2025;DTA;2025-12-10;BRASILIA;BELO HORIZONTE;Glauber Pereira Vitor;Cerimonial;Secretaria-Geral do Estado de Minas Gerais
Traslado do Exmo sr. Governador do Estado de Minas Gerais e comitiva para a cidade de Brasília/DF.;01:36:00;PP-LCE - PÉGASUS 24;0198-2025;DTA;2025-12-10;BRASILIA;BELO HORIZONTE;Rafael Neves de Andrade;Ajudante de Ordens do Governador;Gabinete Militar do Governador
Traslado do Exmo sr. Governador do Estado de Minas Gerais e comitiva para a cidade de Brasília/DF.;01:36:00;PP-LCE - PÉGASUS 24;0198-2025;DTA;2025-12-10;BRASILIA;BELO HORIZONTE;Romeu Zema Neto;Governador de Minas Gerais;Secretaria-Geral do Estado de Minas Gerais
Traslado do Exmo. Sr. Governador do Estado de Minas Gerais e comitiva para a cidade de Brumadinho/MG.;00:20:00;PR-DTG - N3;0006-2025;DTA;2025-01-25;BRUMADINHO;BELO HORIZONTE;Eric da Cruz Gonçalves;Assessor Especial;Secretaria de Estado de Comunicação Social
Traslado do Exmo. Sr. Governador do Estado de Minas Gerais e comitiva para a cidade de Brumadinho/MG.;00:20:00;PR-DTG - N3;0006-2025;DTA;2025-01-25;BRUMADINHO;BELO HORIZONTE;Luísa Cardoso Barreto;Secretário de Estado;Secretaria de Estado de Planejamento e Gestão
Traslado do Exmo. Sr. Governador do Estado de Minas Gerais e comitiva para a cidade de Brumadinho/MG.;00:20:00;PR-DTG - N3;0006-2025;DTA;2025-01-25;BRUMADINHO;BELO HORIZONTE;Paulo Roberto Bermudes Rezende;Ajudante de Ordens do Governador;Gabinete Militar do Governador
Traslado do Exmo. Sr. Governador do Estado de Minas Gerais e comitiva para a cidade de Brumadinho/MG.;00:20:00;PR-DTG - N3;0006-2025;DTA;2025-01-25;BRUMADINHO;BELO HORIZONTE;Rafael Neves de Andrade;Ajudante de Ordens do Governador;Gabinete Militar do Governador
Traslado do Exmo. Sr. Governador do Estado de Minas Gerais e comitiva para a cidade de Brumadinho/MG.;00:20:00;PR-DTG - N3;0006-2025;DTA;2025-01-25;BRUMADINHO;BELO HORIZONTE;Romeu Zema Neto;Governador de Minas Gerais;Secretaria-Geral do Estado de Minas Gerais
Traslado do Exmo. Governador de Minas e comitiva até a cidade de Campinas/SP;01:00:00;PT-MGS - PT-MGS;0032-2025;DTA;2025-07-04;CAMPINAS;BELO HORIZONTE;Alexander Duarte Marinho;Ajudante de Ordens do Governador;Gabinete Militar do Governador
Traslado do Exmo. Governador de Minas e comitiva até a cidade de Campinas/SP;01:00:00;PT-MGS - PT-MGS;0032-2025;DTA;2025-07-04;CAMPINAS;BELO HORIZONTE;Andre Valadares da Cruz;Videomaker;Secretaria de Estado de Comunicação Social
Traslado do Exmo. Governador de Minas e comitiva até a cidade de Campinas/SP;01:00:00;PT-MGS - PT-MGS;0032-2025;DTA;2025-07-04;CAMPINAS;BELO HORIZONTE;Eric da Cruz Gonçalves;Assessor Especial;Secretaria de Estado de Comunicação Social
Traslado do Exmo. Governador de Minas e comitiva até a cidade de Campinas/SP;01:00:00;PT-MGS - PT-MGS;0032-2025;DTA;2025-07-04;CAMPINAS;BELO HORIZONTE;Rafael Luiz Rebuiti Passos;Assessor de Imprensa;Secretaria de Estado de Comunicação Social
Traslado do Exmo. Governador de Minas e comitiva até a cidade de Campinas/SP;01:00:00;PT-MGS - PT-MGS;0032-2025;DTA;2025-07-04;CAMPINAS;BELO HORIZONTE;Romeu Zema Neto;Governador de Minas Gerais;Secretaria-Geral do Estado de Minas Gerais
Traslado do Exmo. Sr. Governador do Estado de Minas Gerais e comitiva para a cidade de Belo Horizonte/MG (retorno de Carbonita/MG);01:28:00;PR-DTG - N3;0039-2025;DTA;2025-04-10;CARBONITA;BELO HORIZONTE;Alexander Duarte Marinho;Ajudante de Ordens do Governador;Gabinete Militar do Governador
Traslado do Exmo. Sr. Governador do Estado de Minas Gerais e comitiva para a cidade de Belo Horizonte/MG (retorno de Carbonita/MG);01:28:00;PR-DTG - N3;0039-2025;DTA;2025-04-10;CARBONITA;BELO HORIZONTE;Aluísio Eduardo Caetano de Medeiros;Superintendente de Comunicação Digital;Secretaria de Estado de Comunicação Social
Traslado do Exmo. Sr. Governador do Estado de Minas Gerais e comitiva para a cidade de Belo Horizonte/MG (retorno de Carbonita/MG);01:28:00;PR-DTG - N3;0039-2025;DTA;2025-04-10;CARBONITA;BELO HORIZONTE;Andreza Gischewski Costa;Assessor Especial;Secretaria-Geral do Estado de Minas Gerais
Traslado do Exmo. Sr. Governador do Estado de Minas Gerais e comitiva para a cidade de Belo Horizonte/MG (retorno de Carbonita/MG);01:28:00;PR-DTG - N3;0039-2025;DTA;2025-04-10;CARBONITA;BELO HORIZONTE;Bernardo Assis Fonseca Santos;Secretário de Estado;Secretaria de Estado de Comunicação Social
Traslado do Exmo. Sr. Governador do Estado de Minas Gerais e comitiva para a cidade de Belo Horizonte/MG (retorno de Carbonita/MG);01:28:00;PR-DTG - N3;0039-2025;DTA;2025-04-10;CARBONITA;BELO HORIZONTE;Romeu Zema Neto;Governador de Minas Gerais;Secretaria-Geral do Estado de Minas Gerais
Traslado do Exmo. Governador de Minas e comitiva até as cidades de São Paulo/SP e Cuiabá/MT.;02:30:00;PP-LCE - PÉGASUS 24;0184-2025;DTA;2025-11-27;CUIABA;BELO HORIZONTE;Cristiano Pereira Machado;Fotógrafo;Secretaria de Estado de Comunicação Social
Traslado do Exmo. Governador de Minas e comitiva até as cidades de São Paulo/SP e Cuiabá/MT.;02:30:00;PP-LCE - PÉGASUS 24;0184-2025;DTA;2025-11-27;CUIABA;BELO HORIZONTE;Eric da Cruz Gonçalves;Assessor Especial;Secretaria de Estado de Comunicação Social
Traslado do Exmo. Governador de Minas e comitiva até as cidades de São Paulo/SP e Cuiabá/MT.;02:30:00;PP-LCE - PÉGASUS 24;0184-2025;DTA;2025-11-27;CUIABA;BELO HORIZONTE;Frederico Papatella Padovani;Secretário Adjunto;Secretaria de Estado da Casa Civil e Relações Institucionais
Traslado do Exmo. Governador de Minas e comitiva até as cidades de São Paulo/SP e Cuiabá/MT.;02:30:00;PP-LCE - PÉGASUS 24;0184-2025;DTA;2025-11-27;CUIABA;BELO HORIZONTE;Paulo Vitor Lima de Guimarães Vargas;Redes Sociais;Secretaria de Estado de Comunicação Social
Traslado do Exmo. Governador de Minas e comitiva até as cidades de São Paulo/SP e Cuiabá/MT.;02:30:00;PP-LCE - PÉGASUS 24;0184-2025;DTA;2025-11-27;CUIABA;BELO HORIZONTE;Rafael Luiz Rebuiti Passos;Assessor de Imprensa;Secretaria de Estado de Comunicação Social
Traslado do Exmo. Governador de Minas e comitiva até as cidades de São Paulo/SP e Cuiabá/MT.;02:30:00;PP-LCE - PÉGASUS 24;0184-2025;DTA;2025-11-27;CUIABA;BELO HORIZONTE;Rafael Neves de Andrade;Ajudante de Ordens do Governador;Gabinete Militar do Governador
Traslado do Exmo. Governador de Minas e comitiva até as cidades de São Paulo/SP e Cuiabá/MT.;02:30:00;PP-LCE - PÉGASUS 24;0184-2025;DTA;2025-11-27;CUIABA;BELO HORIZONTE;Romeu Zema Neto;Governador de Minas Gerais;Secretaria-Geral do Estado de Minas Gerais
Traslado do Exmo. Governador do Estado de Minas Gerais e comitiva para aa cidades de Brasília/DF e Curitiba/PR.;01:24:00;PP-LCE - PÉGASUS 24;0091-2025;DTA;2025-08-09;CURITIBA;BELO HORIZONTE;Aluísio Eduardo Caetano de Medeiros;Superintendente de Comunicação Digital;Secretaria de Estado de Comunicação Social
Traslado do Exmo. Governador do Estado de Minas Gerais e comitiva para aa cidades de Brasília/DF e Curitiba/PR.;01:24:00;PP-LCE - PÉGASUS 24;0091-2025;DTA;2025-08-09;CURITIBA;BELO HORIZONTE;Eric da Cruz Gonçalves;Assessor Especial;Secretaria de Estado de Comunicação Social
Traslado do Exmo. Governador do Estado de Minas Gerais e comitiva para aa cidades de Brasília/DF e Curitiba/PR.;01:24:00;PP-LCE - PÉGASUS 24;0091-2025;DTA;2025-08-09;CURITIBA;BELO HORIZONTE;Rafael Luiz Rebuiti Passos;Assessor de Imprensa;Secretaria de Estado de Comunicação Social
Traslado do Exmo. Governador do Estado de Minas Gerais e comitiva para aa cidades de Brasília/DF e Curitiba/PR.;01:24:00;PP-LCE - PÉGASUS 24;0091-2025;DTA;2025-08-09;CURITIBA;BELO HORIZONTE;Rafael Neves de Andrade;Ajudante de Ordens do Governador;Gabinete Militar do Governador
Traslado do Exmo. Governador do Estado de Minas Gerais e comitiva para aa cidades de Brasília/DF e Curitiba/PR.;01:24:00;PP-LCE - PÉGASUS 24;0091-2025;DTA;2025-08-09;CURITIBA;BELO HORIZONTE;Romeu Zema Neto;Governador de Minas Gerais;Secretaria-Geral do Estado de Minas Gerais
Traslado do Exmo. Governador de Minas e Comitiva até a cidade de Diamantina/MG;00:42:00;PP-LCE - PÉGASUS 24;0124-2025;DTA;2025-09-12;DIAMANTINA;BELO HORIZONTE;Alexander Duarte Marinho;Ajudante de Ordens do Governador;Gabinete Militar do Governador
Traslado do Exmo. Governador de Minas e Comitiva até a cidade de Diamantina/MG;00:42:00;PP-LCE - PÉGASUS 24;0124-2025;DTA;2025-09-12;DIAMANTINA;BELO HORIZONTE;Aline Brandão Silva;Subsecretária de Cerimonial e Eventos;Secretaria de Estado de Governo
Traslado do Exmo. Governador de Minas e Comitiva até a cidade de Diamantina/MG;00:42:00;PP-LCE - PÉGASUS 24;0124-2025;DTA;2025-09-12;DIAMANTINA;BELO HORIZONTE;Aline Gonçalves Pinheiro;Diretora de Relacionamento com a Imprensa;Secretaria-Geral do Estado de Minas Gerais
Traslado do Exmo. Governador de Minas e Comitiva até a cidade de Diamantina/MG;00:42:00;PP-LCE - PÉGASUS 24;0124-2025;DTA;2025-09-12;DIAMANTINA;BELO HORIZONTE;Andreza Gischewski Costa;Assessor Especial;Secretaria-Geral do Estado de Minas Gerais
Traslado do Exmo. Governador de Minas e Comitiva até a cidade de Diamantina/MG;00:42:00;PP-LCE - PÉGASUS 24;0124-2025;DTA;2025-09-12;DIAMANTINA;BELO HORIZONTE;Paulo de Tarso Morais Filho;Procurador-Geral;Ministério Público do Estado de Minas Gerais
